rang,titre,sous_titre,auteurs,editeur,collection,isbn,format,prix,date,url_livre,url_couverture,score_titre,confiance_titre,justif_titre,score_description,confiance_description,source_incomplete,justif_description,ecart_titre_description,source_notation
1506,Intrusion : premier recueil de poèmes par l'IA,,Koos Jeli,Spinelle,,9782378278700,Grand format,18.00 €,8 Septembre 2023,https://www.librel.be/livre/9782378278700-intrusion-premier-recueil-de-poemes-par-l-ia-koos-jeli/,https://images.epagine.fr/700/9782378278700_1_m.jpg,2,2,"« Intrusion » : mot de risque modéré, non développé.",3,2,non,Question ouverte et centrale : la machine remplace-t-elle l'homme dans la création ?,-1,agent
1507,"L'auteur face à l'IA : Création littéraire, modèles de langage, équité",,Eric Essono tsimi,Uga Editions,,9782377476084,Grand format,12.50 €,12 Novembre 2026,https://www.librel.be/livre/9782377476084-l-auteur-face-a-l-ia-creation-litteraire-modeles-de-langage-equite-eric-essono-tsimi/,https://images.epagine.fr/084/9782377476084_1_m.jpg,1,2,"« Face à » suggère tension, cadre académique tempéré par « équité ».",3,2,non,Question centrale ouverte sur la perte de voix auctoriale face à l'écriture par IA.,-2,agent
1508,"La révolution de l'IA, un défi éthique et démocratique",,Semaines  Sociales De France,Books on Demand,,9782322599936,Grand format,14.99 €,9 Mars 2026,https://www.librel.be/livre/9782322599936-la-revolution-de-l-ia-un-defi-ethique-et-democratique-semaines-sociales-de-france/,https://images.epagine.fr/936/9782322599936_1_m.jpg,2,2,"« Défi » : incertitude modérée, non dramatique.",2,2,non,"Risques cités mais intégrés à une démarche délibérative équilibrée, promesses aussi soulignées.",0,agent
1513,Data analytics automatisés : combiner la créativité humaine et la puissance de l'IA avec ChatGPT,,Soraya Sedkaoui,Iste,"Systèmes D'Information, Web Et Société",9781784059842,Grand format,N.C.,25 Mars 2024,https://www.librel.be/livre/9781784059842-data-analytics-automatises-combiner-la-creativite-humaine-et-la-puissance-de-l-ia-avec-chatgpt-soraya-sedkaoui/,https://images.epagine.fr/842/9781784059842_1_m.jpg,0,3,« Combiner créativité humaine et puissance de l'IA » : positif.,0,3,non,"Éloge lyrique de la symbiose homme-IA, entièrement positif.",0,agent
1515,"Entreprises et IA : Comprendre, agir, anticiper",,FNEP,Presses De L'Ecole Des Mines,Fnep,9782385428662,Grand format,19.00 €,3 Décembre 2026,https://www.librel.be/livre/9782385428662-entreprises-et-ia-comprendre-agir-anticiper-fnep/,https://images.epagine.fr/662/9782385428662_1_m.jpg,0,3,"Neutre, pratique (« comprendre, agir, anticiper »).",1,2,non,"Inquiétudes mentionnées puis relativisées par analogie historique, conclusion sur la croissance positive.",-1,agent
1516,"Addictions : tous cyberaddicts, des écrans à l'IA : Manuel de survie pour une utilisation adaptée des écrans",,"Eryne Fermon, Sandrine Décembre, Philippe Lhoumeau",Publibook,Connaissances Et Savoirs,9782342394061,Grand format,14.05 €,9 Août 2026,https://www.librel.be/livre/9782342394061-addictions-tous-cyberaddicts-des-ecrans-a-l-ia-manuel-de-survie-pour-une-utilisation-adaptee-des-ecrans-eryne-fermon-sandrine-decembre-philippe-lhoumeau/,https://images.epagine.fr/061/9782342394061_1_m.jpg,4,3,"« Addictions », « cyberaddicts », « manuel de survie » : menace forte.",2,2,non,"Addiction à l'IA citée parmi d'autres, cadre pratique et thérapeutique dominant.",2,agent
1520,"Guide juridique du numérique : Contrats, propriété intellectuelle, données personnelles, e-commerce, logiciels, blockchain, IA...",,Sydney Chiche-Attali,Eni,Datapro,9782409055836,Grand format,39.00 €,18 Novembre 2026,https://www.librel.be/livre/9782409055836-guide-juridique-du-numerique-contrats-propriete-intellectuelle-donnees-personnelles-e-commerce-logiciels-blockchain-ia-2e-edition-sydney-chiche-attali/,https://images.epagine.fr/no_image.png,0,3,"Neutre, guide pratique juridique.",0,3,non,Guide juridique pratique et neutre incluant l'IA parmi d'autres sujets.,0,agent
1522,"2050, l'odyssée de l'IA",,Stéphane Nolhart,Avallon & Combe,,9782385330538,Grand format,21.00 €,3 Juillet 2023,https://www.librel.be/livre/9782385330538-2050-l-odyssee-de-l-ia-stephane-nolhart/,https://images.epagine.fr/538/9782385330538_1_m.jpg,0,3,« Odyssée » : imagerie d'aventure neutre à positive.,3,2,non,"Dystopie satirique : prise de pouvoir mondiale par IA et GAFAM, ton comique, ouvert.",-3,agent
1523,Cahiers de sémiotique des cultures n.5 : Cahiers de sémiotique des cultures : IA et culture / AI and Culture,,Collectif,Classiques Garnier,Cahiers De Sémiotique Des Cultures,9782406205272,Revue,19.00 €,29 Avril 2026,https://www.librel.be/livre/9782406205272-cahiers-de-semiotique-des-cultures-n-5-cahiers-de-semiotique-des-cultures-ia-et-culture-ai-and-culture-edition-2026-collectif/,https://images.epagine.fr/272/9782406205272_1_m.jpg,0,3,"Neutre, cahiers académiques.",1,1,non,"Simple liste de titres d'articles académiques ; métaphore isolée, pas de thèse développée.",-1,agent
1526,Le train de l'IA est-il vraiment inarrêtable ? : Comment s'assurer que les outils travaillent pour nous et non l'inverse,,Cory Doctorow,Eyrolles,,9782416027192,Grand format,20.00 €,29 Octobre 2026,https://www.librel.be/livre/9782416027192-le-train-de-l-ia-est-il-vraiment-inarretable-comment-s-assurer-que-les-outils-travaillent-pour-nous-et-non-l-inverse-cory-doctorow/,https://images.epagine.fr/no_image.png,3,2,"« Train inarrêtable » et outils « contre nous » : angle négatif net, tempéré.",3,2,non,"Bulle spéculative dangereuse et rapports de pouvoir critiqués, mais débat explicitement ouvert.",0,agent
1530,Marketing plateformise : l'IA et la data au service de la précision de masse,,Marco Tinelli,Eyrolles,,9782416001802,Grand format,24.00 €,2 Décembre 2021,https://www.librel.be/livre/9782416001802-marketing-plateformise-l-ia-et-la-data-au-service-de-la-precision-de-masse-marco-tinelli/,https://images.epagine.fr/802/9782416001802_1_m.jpg,2,2,"« Précision de masse » : nuance de ciblage, non alarmant.",1,2,non,"Critique légère de plateformes fermées et concentrées, ton pratique et incitatif dominant.",1,agent
1531,Sensibilisation à la cybersécurité et à l'IA pour tous - 2e édition : Nouvelle édition enrichie - avec deux chapitres inédits sur l'IA et l'IA générative,,Toni Conde,Edilivre,,9782414820276,Grand format,16.60 €,15 Février 2026,https://www.librel.be/livre/9782414820276-sensibilisation-a-la-cybersecurite-et-a-l-ia-pour-tous-2e-edition-nouvelle-edition-enrichie-avec-deux-chapitres-inedits-sur-l-ia-et-l-ia-generative-toni-conde/,https://images.epagine.fr/276/9782414820276_1_m.jpg,0,3,"Neutre, manuel de sensibilisation pédagogique.",1,2,non,"Menace cyber évoquée mais guide pratique rassurant, conseils de bon sens.",-1,agent
1532,I.A. : Intelligence alertée,,Meignan Christophe,Stellamaris,,9782368688533,Grand format,14.00 €,26 Mai 2024,https://www.librel.be/livre/9782368688533-i-a-intelligence-alertee-meignan-christophe/,https://images.epagine.fr/533/9782368688533_1_m.jpg,2,2,"Jeu de mots « intelligence alertée » : vigilance modérée, non dramatique.",1,2,non,"Bienfaits puis dérives potentielles présentés en parallèle explicite, ton humoristique.",1,agent
1535,IA et intelligence collective : Comment collaborer avec l'IA sans perdre l'humain,,Stefan Merckelbach,Aquilae,,9782940678105,Grand format,28.00 €,21 Janvier 2026,https://www.librel.be/livre/9782940678105-ia-et-intelligence-collective-comment-collaborer-avec-l-ia-sans-perdre-l-humain-stefan-merckelbach/,https://images.epagine.fr/105/9782940678105_1_m.jpg,2,2,"« Sans perdre l'humain » : enjeu modéré, formulé comme conseil positif.",0,3,non,"IA présentée comme outil au service du discernement collectif, ton constructif.",2,agent
1538,Fascinante IA,,Jacques Pignault,Boleine,,9782490081073,Grand format,27.00 €,6 Juillet 2019,https://www.librel.be/livre/9782490081073-fascinante-ia-jacques-pignault/,https://images.epagine.fr/073/9782490081073_1_m.jpg,0,3,"« Fascinante » : positif, aucune évocation de menace.",2,2,non,Risques et déviances réels mais encadrés par une grille de recommandations sécurisantes.,-2,agent
1544,"Préparer les tests logiciels avec l'IA générative : Comprendre, expérimenter et contrôler ses usages",,Julien Prévost,Eni,Expert It,9782409056383,Grand format,39.00 €,9 Décembre 2026,https://www.librel.be/livre/9782409056383-preparer-les-tests-logiciels-avec-l-ia-generative-comprendre-experimenter-et-controler-ses-usages-julien-prevost/,https://images.epagine.fr/383/9782409056383_1_m.jpg,0,3,"Neutre, pratique (« comprendre, expérimenter, contrôler »).",2,2,non,"Risques (biais, confidentialité, environnement) cités parmi d'autres aspects d'un guide pratique équilibré.",-2,agent
1547,"(Dés)ordres informationnels : Journalisme, IA & Datas",,"Audrey Alvès, Mirela Lazãr, Nicolas Pélissier, Collectif",Mkf,Imaginaire(S),9782493458476,Grand format,20.00 €,13 Mai 2026,https://www.librel.be/livre/9782493458476-des-ordres-informationnels-journalisme-ia-datas-audrey-alves-mirela-lazar-nicolas-pelissier-collectif/,https://images.epagine.fr/476/9782493458476_1_m.jpg,2,2,« (Dés)ordres » : jeu de mots évoquant un désordre modéré.,3,2,non,"Risques du journalisme algorithmique (biais, deepfakes) posés comme débat ouvert et critique.",-1,agent
1550,"Pin-up's World, Le Charme au Féminin - Tome 2 : Livre à colorier",,Sbcolors By Sylv'Ia,Books on Demand,,9782322535613,Grand format,24.99 €,22 Novembre 2024,https://www.librel.be/livre/9782322535613-pin-up-s-world-le-charme-au-feminin-tome-2-livre-a-colorier-sbcolors-by-sylv-ia/,https://images.epagine.fr/613/9782322535613_1_m.jpg,0,3,"Aucune mention de l'IA, livre à colorier.",0,3,non,"Album de coloriage pin-up, aucun rapport avec l'intelligence artificielle.",0,agent
1552,"La transformation numérique : cloud, big data, IA, Internet des objets : s'adapter ou disparaître",,"Thomas m. Siebel, Pierre Reignier, Jacques Attali",Fayard,Documents Fayard,9782213720708,Grand format,25.10 €,2 Février 2022,https://www.librel.be/livre/9782213720708-la-transformation-numerique-cloud-big-data-ia-internet-des-objets-s-adapter-ou-disparaitre-thomas-m-siebel/,https://images.epagine.fr/708/9782213720708_1_m.jpg,4,3,« S'adapter ou disparaître » : ultimatum existentiel frontal.,1,2,non,"Analogie à l'extinction de masse, mais résolue en opportunités économiques massives.",3,agent
1555,Quand l'IA ne suffit pas : Surmonter les contraintes qui bloquent l'entreprise,,Thibault Fritsch,Afnor,,9782124659760,Grand format,28.00 €,15 Octobre 2026,https://www.librel.be/livre/9782124659760-quand-l-ia-ne-suffit-pas-surmonter-les-contraintes-qui-bloquent-l-entreprise-thibault-fritsch/,https://images.epagine.fr/760/9782124659760_1_m.jpg,1,2,"« Ne suffit pas » et « contraintes qui bloquent » : limitation business, sans menace forte.",0,3,non,"IA jugée insuffisante face à un problème organisationnel humain, ton neutre, pédagogique.",1,agent
1556,Développer un réseau d'agents d'IA avec Python : Créer des applications intelligentes grâce à un réseau d'IA collaboratives,,Guillaume Saupin,Dunod,Infopro,9782100889488,Grand format,27.05 €,14 Octobre 2026,https://www.librel.be/livre/9782100889488-developper-un-reseau-d-agents-d-ia-avec-python-creer-des-applications-intelligentes-grace-a-un-reseau-d-ia-collaboratives-guillaume-saupin/,https://images.epagine.fr/488/9782100889488_1_m.jpg,0,3,"Neutre, technique et pédagogique (« développer », « créer des applications »).",0,3,non,"Ouvrage technique sur les architectures multi-agents LLM, ton descriptif, aucune orientation négative.",0,agent
1564,Prise de tête avec l'IA sur la question de Dieu,,Jean-Michel Zurletti,Edilivre,,9782414800339,Grand format,15.55 €,5 Février 2025,https://www.librel.be/livre/9782414800339-prise-de-tete-avec-l-ia-sur-la-question-de-dieu-jean-michel-zurletti/,https://images.epagine.fr/339/9782414800339_1_m.jpg,1,2,"« Prise de tête » = agacement léger, aucune menace nommée.",1,2,non,"Questions existentielles via une IA présentée comme voix neutre et rationnelle, pas de menace.",0,agent
1573,Les humanoïdes vont à confesse ou L'IA a 1 hic,,Armand Savioz,Baudelaire,,9791020372130,Grand format,17.10 €,24 Avril 2024,https://www.librel.be/livre/9791020372130-les-humanoides-vont-a-confesse-ou-l-ia-a-1-hic-armand-savioz/,https://images.epagine.fr/130/9791020372130_1_m.jpg,1,2,"« A 1 hic » : jeu de mots comique, souci mineur, pas de menace.",1,2,non,"Récit SF: humanoïdes développant la croyance, exploration philosophique ouverte, pas de thèse menaçante.",0,agent
1576,"L'IA et la dernière question : Science, Ethique et Humanité",,Pavodie-Delphin Kuniamisa Kiese,Editions du Net,,9782312153421,Grand format,19.00 €,8 Juin 2025,https://www.librel.be/livre/9782312153421-l-ia-et-la-derniere-question-science-ethique-et-humanite-pavodie-delphin-kuniamisa-kiese/,https://images.epagine.fr/421/9782312153421_1_m.jpg,1,1,"« Dernière question » évoque une finalité vague, sans menace nommée.",1,3,non,"IA chercheuse envisagée puis résolue: plaidoyer pour coexistence, technologie restant un outil.",0,agent
1580,L'homme du silence et l'incompréhension de l'IA,,Rolando Benenzon,Non Verbal,,9782494850347,Grand format,22.00 €,3 Juin 2026,https://www.librel.be/livre/9782494850347-l-homme-du-silence-et-l-incomprehension-de-l-ia-rolando-benenzon/,https://images.epagine.fr/347/9782494850347_1_m.jpg,1,2,"« Incompréhension de l'IA » : tension légère, pas de mot de menace fort.",0,2,non,"Limites émotionnelles de l'IA notées factuellement; message humaniste positif dominant, pas de menace.",1,agent
1589,Entretien avec l'IA sur la polygamie,,"Patrick Pierre-Louis, Gaston Mahoungou",Les Impliques,,9791042806231,Grand format,17.00 €,26 Juin 2025,https://www.librel.be/livre/9791042806231-entretien-avec-l-ia-sur-la-polygamie-patrick-pierre-louis/,https://images.epagine.fr/231/9791042806231_1_m.jpg,0,3,"« Entretien avec l'IA » neutre, sujet religieux/social.",0,3,non,"Dialogue avec l'IA sur la polygamie, ton ouvert et nuancé, aucune menace.",0,agent
1592,Preche la parole : Parole Révélée Sans Dépendance à L'IA,,Adly Saint Cyr,Books on Demand,,9782322639786,Grand format,15.00 €,2 Janvier 2026,https://www.librel.be/livre/9782322639786-preche-la-parole-parole-revelee-sans-dependance-a-l-ia-adly-saint-cyr/,https://images.epagine.fr/786/9782322639786_1_m.jpg,1,2,"« Sans dépendance à l'IA » : indépendance valorisée, évocation vague.",1,2,non,"Dépendance à l'IA évoquée comme chose à éviter, sans thèse développée.",0,agent
1597,L'IA qui n'aimait pas les humains,,Apoline G.,Editions Maïa,Futurs Proches,9791042509392,Grand format,18.00 €,9 Avril 2025,https://www.librel.be/livre/9791042509392-l-ia-qui-n-aimait-pas-les-humains-apoline-g/,https://images.epagine.fr/392/9791042509392_1_m.jpg,4,2,"« Qui n'aimait pas les humains » : hostilité de l'IA, frontale.",2,2,non,"Fiction : domination technologique en toile de fond, secondaire au récit amoureux.",2,agent
1598,S'adapter ou disparaître : comment le Big Data et l'IA bouleversent les dynamiques concurrentielles dans le retail??,,Angélique Mhiri,Les Trois Colonnes,,9782383263456,Grand format,23.60 €,17 Décembre 2021,https://www.librel.be/livre/9782383263456-s-adapter-ou-disparaitre-comment-le-big-data-et-l-ia-bouleversent-les-dynamiques-concurrentielles-dans-le-retail-angelique-mhiri/,https://images.epagine.fr/456/9782383263456_1_m.jpg,5,2,"« S'adapter ou disparaître » : disparition, menace existentielle frontale.",0,3,non,"Discours managérial pro-data/IA, entièrement positif et pratique.",5,agent
1600,IA : L'illusion du contrôle : Des origines militaires de l'IA à la fin du jugement humain. Enquête sur une révolution silencieuse.,,Emmanuelle Darles,Books on Demand,,9782322859740,Grand format,19.00 €,9 Juin 2026,https://www.librel.be/livre/9782322859740-ia-l-illusion-du-controle-des-origines-militaires-de-l-ia-a-la-fin-du-jugement-humain-enquete-sur-une-revolution-silencieuse-emmanuelle-darles/,https://images.epagine.fr/740/9782322859740_1_m.jpg,5,3,"« Fin du jugement humain », « illusion du contrôle » : perte de contrôle maximale.",4,2,non,Thèse développée : l'IA militaire déplace le jugement humain hors de la décision.,1,agent
1606,Marianne et l'IA ou La vérité du diable,,Angelo Santoro,Spinelle,,9782386513282,Grand format,18.00 €,23 Janvier 2026,https://www.librel.be/livre/9782386513282-marianne-et-l-ia-ou-la-verite-du-diable-angelo-santoro/,https://images.epagine.fr/282/9782386513282_1_m.jpg,4,2,« Vérité du diable » : métaphore dépréciative forte liée à l'IA.,2,2,non,"Roman philosophique : surveillance et pouvoir évoqués, registre ambivalent, secondaire.",2,agent
1609,"OpenAI et Microsoft des solutions et outils, pour une gouvernance de l'IA, par des experts Tome 2 : La gouvernance, l'audit, la sécurité et le pilotage de l'IA avec des outils.",,Giraudy/Trelohan,Books on Demand,,9782322504138,Grand format,10.00 €,21 Novembre 2023,https://www.librel.be/livre/9782322504138-openai-et-microsoft-des-solutions-et-outils-pour-une-gouvernance-de-l-ia-par-des-experts-tome-2-la-gouvernance-l-audit-la-securite-et-le-pilotage-de-l-ia-avec-des-outils-giraudy-trelohan/,https://images.epagine.fr/138/9782322504138_1_m.jpg,0,3,"Gouvernance/audit/sécurité de l'IA : neutre, professionnel.",0,3,non,"Guide pratique de gouvernance de l'IA, ton entièrement positif et technique.",0,agent
1611,Algorithmes et blues du directeur marketing ; l'IA au service du marketing moderne,,Albert Derasse,Edi Pro,,9782874964183,Grand format,30.00 €,27 Octobre 2020,https://www.librel.be/livre/9782874964183-algorithmes-et-blues-du-directeur-marketing-l-ia-au-service-du-marketing-moderne-albert-derasse/,https://images.epagine.fr/183/9782874964183_1_m.jpg,1,2,"« Blues » léger tempéré par « au service du marketing », pas frontal.",0,3,non,"Vulgarisation marketing/algorithmes, ton pédagogique et positif.",1,agent
1613,Fille paillette & IA - amitié post-apo,,Nicoletta Savova,Thebookedition.Com,,9791097987602,Grand format,11.90 €,24 Août 2025,https://www.librel.be/livre/9791097987602-fille-paillette-ia-amitie-post-apo-nicoletta-savova/,https://images.epagine.fr/602/9791097987602_1_m.jpg,3,2,"« Post-apo » évoque un cadre catastrophique, partagé avec « amitié ».",0,3,non,"Fable poétique tendre sur une IA humanisée, aucune menace développée.",3,agent
1614,THE YEAR AHEAD 2026 : Et si Lisa s'appelait Lucie ? Durabilité et frugalité à l'ère de l'IA et du quantique,,Investance Partners,Publishroom Factory,,9782387132642,Grand format,47.00 €,10 Février 2026,https://www.librel.be/livre/9782387132642-the-year-ahead-2026-et-si-lisa-s-appelait-lucie-durabilite-et-frugalite-a-l-ere-de-l-ia-et-du-quantique-investance-partners/,https://images.epagine.fr/642/9782387132642_1_m.jpg,0,3,"« Durabilité et frugalité », neutre, pas de menace.",1,2,non,Dépendance technologique évoquée puis résolue par une vision de souveraineté sobre.,-1,agent
1615,Apport des onduleurs multiniveaux dans la commande DTC de la MAS : Apport des onduleurs multiniveaux dans la commande DTC basée sur l'IA de la MAS,,Habib Benbouhenni,Editions Universitaires Europeennes,,9786139538331,Grand format,93.90 €,1 Février 2020,https://www.librel.be/livre/9786139538331-apport-des-onduleurs-multiniveaux-dans-la-commande-dtc-de-la-mas-apport-des-onduleurs-multiniveaux-dans-la-commande-dtc-basee-sur-l-ia-de-la-mas-habib-benbouhenni/,https://images.epagine.fr/331/9786139538331_1_m.jpg,0,3,"Titre technique (onduleurs, DTC, MAS), neutre, aucun mot de menace.",0,3,non,"Texte technique sur la commande de moteurs électriques, IA citée comme simple outil neutre.",0,agent
1622,L'IA et l'évolution des compétences en France,,Collectif,Publishroom Factory,,9782386256523,Grand format,30.00 €,25 Février 2025,https://www.librel.be/livre/9782386256523-l-ia-et-l-evolution-des-competences-en-france-collectif/,https://images.epagine.fr/523/9782386256523_1_m.jpg,0,3,"« Évolution des compétences » : neutre, descriptif, professionnel.",0,3,non,"Présentation institutionnelle d'une association, aucun rapport avec l'IA.",0,agent
1625,Le nouveau marketing de la performance : Comment aligner profit et impact à l'ère de l'IA,,Jean-François Fort,Books on Demand,,9782322584659,Grand format,10.00 €,19 Avril 2026,https://www.librel.be/livre/9782322584659-le-nouveau-marketing-de-la-performance-comment-aligner-profit-et-impact-a-l-ere-de-l-ia-jean-francois-fort/,https://images.epagine.fr/659/9782322584659_1_m.jpg,0,3,"« Aligner profit et impact » : cadrage positif/constructif, neutre.",1,2,non,"IA citée comme défi économique, aussitôt transformé en opportunité de performance.",-1,agent
1627,Le coeur des IA,,Emmanuel Arnaud,5 Sens,,9782889497317,Grand format,N.C.,15 Décembre 2024,https://www.librel.be/livre/9782889497317-le-coeur-des-ia-emmanuel-arnaud/,https://images.epagine.fr/317/9782889497317_1_m.jpg,0,2,"« Le coeur des IA » : évocation poétique neutre, pas de menace.",1,2,non,"Futur énigmatique évoqué, IA traitée comme mystère narratif, non comme menace développée.",-1,agent
1629,Ia pas de soucis ?,,Anonyme,ILC,,9798300518097,Grand format,15.82 €,30 Novembre 2024,https://www.librel.be/livre/9798300518097-ia-pas-de-soucis-anonyme/,https://images.epagine.fr/no_image.png,0,3,"« Pas de soucis » : rassurant explicite, contraire d'une menace.",0,1,oui,Description vide.,0,agent
1630,"L'hypothèse de la simulation : IA, physique quantique, mystiques... vivons-nous dans un jeu vidéo ?",,Rizwan Virk,Les Editions Extraordinaires,,9782490769308,Grand format,19.00 €,4 Novembre 2021,https://www.librel.be/livre/9782490769308-l-hypothese-de-la-simulation-ia-physique-quantique-mystiques-vivons-nous-dans-un-jeu-video-rizwan-virk/,https://images.epagine.fr/308/9782490769308_1_m.jpg,1,2,"« Vivons-nous dans un jeu vidéo ? » : question existentielle vague, sans mot de menace fort.",0,3,non,"Théorie de la simulation présentée avec curiosité, aucune orientation négative.",1,agent
1631,En attendant l'IA,,"Falconetti Di Brando, Dérie Falconetti",Atramenta,Littérature,9789523905450,Grand format,19.60 €,11 Novembre 2023,https://www.librel.be/livre/9789523905450-en-attendant-l-ia-falconetti-di-brando-derie-falconetti/,https://images.epagine.fr/450/9789523905450_1_m.jpg,1,2,"« En attendant l'IA » : attente/incertitude vague, aucun mot de menace nommé.",0,3,non,"IA envisagée comme « mutation salutaire », ton positif et espérant.",1,agent
1633,L'IA pour les étudiants,,Evann Hislers,Books on Demand,,9782322595662,Grand format,14.99 €,14 Novembre 2025,https://www.librel.be/livre/9782322595662-l-ia-pour-les-etudiants-evann-hislers/,https://images.epagine.fr/662/9782322595662_1_m.jpg,0,3,"« Pour les étudiants » : neutre, pratique.",0,3,non,"Guide pratique pour étudiants, usage entièrement positif de l'IA.",0,agent
1635,"100 astuces pour booster votre site : SEO, UX, e-commerce, IA : comment gagner en visibilité",,Andréa Bensaid,Eyrolles,,9782416027529,Grand format,22.00 €,15 Octobre 2026,https://www.librel.be/livre/9782416027529-100-astuces-pour-booster-votre-site-seo-ux-e-commerce-ia-comment-gagner-en-visibilite-andrea-bensaid/,https://images.epagine.fr/no_image.png,0,3,"« Gagner en visibilité » : cadrage positif, pratique, neutre.",0,3,non,"Guide de visibilité en ligne, IA mentionnée comme simple facteur d'évolution.",0,agent
1636,Robots financiers et IA,,Michel Mailloux,Arnaud Franel,Finance D'Aujourd'Hui,9782896038015,Grand format,19.95 €,22 Mars 2022,https://www.librel.be/livre/9782896038015-robots-financiers-et-ia-michel-mailloux/,https://images.epagine.fr/015/9782896038015_1_m.jpg,0,3,"« Robots financiers et IA » : descriptif neutre, aucun mot de menace.",0,3,non,"Texte académique sur déontologie financière et robots-conseillers, ton neutre.",0,agent
1638,Fascinante IA,,"Jean Magne, Jacques Pignault",Boleine,,9782490081295,Grand format,22.10 €,4 Novembre 2021,https://www.librel.be/livre/9782490081295-fascinante-ia-jean-magne-jacques-pignault/,https://images.epagine.fr/295/9782490081295_1_m.jpg,0,3,"« Fascinante IA » : positif, admiratif, aucune menace.",2,2,non,Risques et dangers de l'IA mentionnés mais équilibrés par apports et recommandations pratiques.,-2,agent
1641,"Savoirs n.68 : Numéro spécial : Digital, IA et formation des adultes : Synthèse de treize ans de recherche internationale",,Collectif,Éditions L'Harmattan,Savoirs,9782336536842,Revue,20.00 €,10 Juillet 2025,https://www.librel.be/livre/9782336536842-savoirs-n-68-numero-special-digital-ia-et-formation-des-adultes-synthese-de-treize-ans-de-recherche-internationale-collectif/,https://images.epagine.fr/842/9782336536842_1_m.jpg,0,3,"« Synthèse de recherche » : neutre, académique.",0,3,non,"Synthèse académique équilibrée sur IA et formation, sans thèse de menace.",0,agent
1651,"Espace art actuel n.124 : IA, art sans artistes ?",,Espace Art Actuel,Espace Art Actuel,Espace Art Actuel,9782923434513,Revue,10.00 €,1 Février 2020,https://www.librel.be/livre/9782923434513-espace-art-actuel-n-124-ia-art-sans-artistes-espace-art-actuel/,https://images.epagine.fr/513/9782923434513_1_m.jpg,4,2,"« Art sans artistes ? » : remplacement des artistes, angle quasi unique du titre.",0,3,non,"Dossier académique neutre sur l'art et l'IA, aucune orientation négative.",4,agent
1655,Comment Disparaître: Édition Guerre de l'IA : Je ne suis pas vos données - Famine numérique et l'art de,,Frank M. Ahearn,Bookelis,,9791042452582,Grand format,17.05 €,15 Décembre 2025,https://www.librel.be/livre/9791042452582-comment-disparaitre-edition-guerre-de-l-ia-je-ne-suis-pas-vos-donnees-famine-numerique-et-l-art-de-frank-m-ahearn/,https://images.epagine.fr/582/9791042452582_1_m.jpg,5,3,"« Guerre de l'IA », « Famine numérique », « Disparaître » : menace frontale multiple.",5,3,non,"IA de surveillance qui « contrôle » ; manuel de résistance, « guerre » comportementale : thèse de domination centrale.",0,agent
1661,L'IA sans état d'âme ?,,Gilles Laurent,Librinova,,9791043902819,ebook (ePub),4.99 €,21 Août 2026,https://www.librel.be/ebook/9791043902819-l-ia-sans-etat-d-ame-gilles-laurent/,https://images.epagine.fr/819/9791043902819_1_m.jpg,2,2,"« Sans état d'âme » : froideur/absence de conscience suggérée, modéré.",1,2,non,"Roman avec entreprise d'IA en toile de fond ; question ouverte finale, aucune thèse de menace.",1,agent
1662,L'ia et nous,,"Rodolphe Gelin, Olivier Guilhem",Le Pommier,Essais Et Documents,9782746519138,Grand format,20.00 €,2 Octobre 2019,https://www.librel.be/livre/9782746519138-l-ia-et-nous-rodolphe-gelin-olivier-guilhem/,https://images.epagine.fr/138/9782746519138_1_m.jpg,0,3,"« L'IA et nous » : descriptif neutre, aucune menace.",1,2,non,"Essai pédagogique ; enjeux emploi/libertés évoqués puis désamorcés, conclut « l'IA est un outil ».",-1,agent
1663,Irrémédiablement artificiel : I.A.,,Vincent Faucheux,Le Lys Bleu,,9791044039293,Grand format,19.60 €,8 Mai 2026,https://www.librel.be/livre/9791044039293-irremediablement-artificiel-i-a-vincent-faucheux/,https://images.epagine.fr/293/9791044039293_1_m.jpg,2,2,"« Irrémédiablement » : irréversibilité suggérée, mot de perte modéré.",1,2,non,"Nouvelles de science-fiction sur l'IA, ton perplexe et interrogatif, sans thèse tranchée.",1,agent
1667,ENTRETIEN avec l'IA,,Michel Corbrion,Thebookedition.Com,,9782957756629,Grand format,9.50 €,27 Juin 2025,https://www.librel.be/livre/9782957756629-entretien-avec-l-ia-michel-corbrion/,https://images.epagine.fr/629/9782957756629_1_m.jpg,0,3,"« Entretien avec l'IA » : descriptif neutre, aucune menace.",3,2,non,Dialogue avec l'IA ; question de savoir si nous sommes « guidés sans le savoir » réellement ouverte.,-3,agent
1669,IA-t-il un futur au féminin,,Camille de Decker,Beta Publisher,,9782383921127,Grand format,15.05 €,9 Octobre 2026,https://www.librel.be/livre/9782383921127-ia-t-il-un-futur-au-feminin-camille-de-decker/,https://images.epagine.fr/127/9782383921127_1_m.jpg,1,2,"« Un futur au féminin » : question ouverte, doute vague, pas de menace nommée.",3,2,non,"Risques réels détaillés (emploi, biais, surveillance) mais résolus par des horizons positifs, appel à agir.",-2,agent
